timestamps,X,Y,Z,Marker0
1564169044.477,-0.807,-1.338,0.441,0
1564169044.496,-0.598,-1.353,0.105,0
1564169044.516,-0.404,-1.331,-0.209,0
1564169044.536,-0.389,-1.024,-0.643,0
1564169044.555,-0.344,-0.740,-1.032,0
1564169044.575,-0.314,-0.606,-1.406,0
1564169044.595,-0.157,-0.493,-1.757,0
1564169044.615,-0.127,-0.239,-2.049,0
1564169044.634,-0.142,-0.022,-2.251,0
1564169044.654,0.127,0.120,-2.482,0
1564169044.674,0.217,0.202,-2.707,0
1564169044.693,0.052,0.344,-2.998,0
1564169044.713,-0.090,0.396,-3.312,0
1564169044.733,-0.082,0.322,-3.469,0
1564169044.753,-0.187,0.239,-3.484,0
1564169044.772,-0.209,0.224,-3.312,0
1564169044.792,-0.157,0.000,-3.208,0
1564169044.812,-0.060,-0.172,-2.886,0
1564169044.831,0.052,-0.179,-2.505,0
1564169044.851,0.105,-0.090,-2.265,0
1564169044.871,-0.022,-0.090,-2.041,0
1564169044.891,0.037,-0.075,-1.974,0
1564169044.910,-0.007,-0.150,-1.914,0
1564169044.930,-0.030,-0.105,-1.966,0
1564169044.950,0.000,-0.037,-2.086,0
1564169044.969,0.022,0.067,-2.393,0
1564169044.989,-0.067,0.135,-2.609,0
1564169045.009,-0.067,0.157,-2.901,0
1564169045.028,-0.037,0.112,-2.976,0
1564169045.048,0.030,-0.060,-3.021,0
1564169045.068,-0.037,0.000,-3.163,0
1564169045.088,-0.239,0.217,-3.185,0
1564169045.107,-0.232,0.202,-3.230,0
1564169045.127,-0.120,-0.015,-3.073,0
1564169045.147,0.000,-0.105,-2.722,0
1564169045.166,0.254,-0.105,-2.505,0
1564169045.186,0.688,-0.501,-2.295,0
1564169045.206,0.396,-0.359,-2.415,0
1564169045.226,-0.359,0.209,-2.654,0
1564169045.245,-0.643,0.292,-2.766,0
1564169045.265,-0.374,0.135,-2.864,0
1564169045.285,-0.322,0.232,-2.886,0
1564169045.304,-0.202,0.314,-2.811,0
1564169045.324,0.022,0.254,-2.632,0
1564169045.344,0.045,0.015,-2.363,0
1564169045.363,0.030,-0.179,-2.236,0
1564169045.383,-0.052,-0.224,-2.131,0
1564169045.403,0.022,-0.247,-1.974,0
1564169045.423,0.097,-0.209,-1.951,0
1564169045.442,0.269,-0.150,-1.974,0
1564169045.462,0.277,0.037,-2.288,0
1564169045.482,0.037,0.374,-2.684,0
1564169045.501,-0.105,0.508,-3.028,0
1564169045.521,-0.202,0.464,-3.290,0
1564169045.541,-0.269,0.314,-3.417,0
1564169045.561,-0.247,0.015,-3.312,0
1564169045.580,-0.127,-0.090,-3.065,0
1564169045.600,-0.022,-0.202,-2.654,0
1564169045.620,-0.022,-0.172,-2.363,0
1564169045.639,0.007,-0.112,-1.996,0
1564169045.659,0.105,-0.015,-1.675,0
1564169045.679,0.127,0.164,-1.480,0
1564169045.699,0.157,0.292,-1.563,0
1564169045.718,0.202,0.561,-1.682,0
1564169045.738,0.194,0.755,-1.765,0
1564169045.758,0.127,1.047,-2.161,0
1564169045.777,-0.037,1.264,-2.430,0
1564169045.797,-0.022,1.114,-2.594,0
1564169045.817,-0.082,1.114,-2.609,0
1564169045.836,-0.067,1.286,-2.572,0
1564169045.856,-0.022,1.458,-2.550,0
1564169045.876,-0.015,1.630,-2.445,0
1564169045.896,0.030,1.391,-2.236,0
1564169045.915,0.142,1.323,-2.034,0
1564169045.935,0.404,1.338,-1.892,0
1564169045.955,0.860,0.867,-2.049,0
1564169045.974,0.336,1.107,-2.609,0
1564169045.994,-0.464,1.727,-3.290,0
1564169046.014,-0.531,1.712,-3.858,0
1564169046.034,-0.239,1.398,-4.150,0
1564169046.053,-0.030,1.450,-4.277,0
1564169046.073,0.105,1.346,-4.194,0
1564169046.093,0.329,1.159,-3.963,0
1564169046.112,0.344,0.852,-3.686,0
1564169046.132,0.224,0.710,-3.417,0
1564169046.152,0.120,0.748,-3.193,0
1564169046.172,0.164,0.763,-3.133,0
1564169046.191,0.471,0.822,-3.133,0
1564169046.211,0.673,0.763,-3.267,0
1564169046.231,0.486,0.912,-3.656,0
1564169046.250,0.022,1.159,-3.948,0
1564169046.270,-0.120,1.181,-4.172,0
1564169046.290,0.000,1.047,-4.344,0
1564169046.309,0.015,0.845,-4.217,0
1564169046.329,0.150,0.695,-4.008,0
1564169046.349,0.142,0.695,-3.679,0
1564169046.369,0.194,0.643,-3.365,0
1564169046.388,0.329,0.591,-3.215,0
1564169046.408,0.314,0.710,-3.065,0
1564169046.428,0.217,0.807,-3.103,0
1564169046.447,0.150,0.815,-3.163,0
1564169046.467,0.194,0.875,-3.230,0
1564169046.487,0.239,0.778,-3.507,0
1564169046.507,0.292,0.822,-3.641,0
1564169046.526,0.164,0.852,-3.895,0
1564169046.546,-0.037,0.800,-4.015,0
1564169046.566,-0.075,0.531,-3.985,0
1564169046.585,-0.030,0.262,-3.843,0
1564169046.605,-0.120,0.007,-3.559,0
1564169046.625,-0.172,-0.284,-3.200,0
1564169046.645,-0.015,-0.650,-2.856,0
1564169046.664,0.000,-0.867,-2.550,0
1564169046.684,-0.314,-0.778,-2.191,0
1564169046.704,-0.381,-0.965,-1.839,0
1564169046.723,-0.060,-1.503,-1.772,0
1564169046.743,-0.217,-1.817,-1.570,0
1564169046.763,-0.688,-1.436,-1.585,0
1564169046.782,-0.718,-1.353,-1.533,0
1564169046.802,-0.501,-1.652,-1.398,0
1564169046.822,-0.501,-1.682,-1.204,0
