timestamps,X,Y,Z,Marker0
1573162980.509,-0.572,0.152,0.795,0
1573162980.529,-0.571,0.152,0.794,0
1573162980.548,-0.571,0.151,0.793,0
1573162980.568,-0.574,0.153,0.795,0
1573162980.588,-0.574,0.153,0.796,0
1573162980.608,-0.574,0.154,0.794,0
1573162980.627,-0.574,0.153,0.792,0
1573162980.647,-0.574,0.152,0.794,0
1573162980.667,-0.575,0.151,0.794,0
1573162980.686,-0.574,0.152,0.794,0
1573162980.706,-0.575,0.153,0.794,0
1573162980.726,-0.574,0.152,0.795,0
1573162980.746,-0.574,0.151,0.795,0
1573162980.765,-0.572,0.151,0.795,0
1573162980.785,-0.571,0.152,0.793,0
1573162980.805,-0.573,0.151,0.795,0
1573162980.824,-0.574,0.150,0.794,0
1573162980.844,-0.574,0.149,0.793,0
1573162980.864,-0.573,0.150,0.794,0
1573162980.884,-0.573,0.149,0.796,0
1573162980.903,-0.574,0.149,0.795,0
1573162980.923,-0.572,0.150,0.794,0
1573162980.943,-0.572,0.150,0.795,0
1573162980.962,-0.572,0.149,0.796,0
1573162980.982,-0.573,0.149,0.792,0
1573162981.002,-0.575,0.150,0.792,0
1573162981.022,-0.574,0.151,0.793,0
1573162981.041,-0.575,0.150,0.794,0
1573162981.061,-0.575,0.149,0.795,0
1573162981.081,-0.576,0.150,0.794,0
1573162981.100,-0.576,0.149,0.795,0
1573162981.120,-0.574,0.150,0.793,0
1573162981.140,-0.571,0.153,0.790,0
1573162981.160,-0.571,0.150,0.795,0
1573162981.179,-0.574,0.150,0.795,0
1573162981.199,-0.575,0.149,0.796,0
1573162981.219,-0.576,0.148,0.793,0
1573162981.238,-0.577,0.149,0.793,0
1573162981.258,-0.576,0.149,0.792,0
1573162981.278,-0.575,0.150,0.791,0
1573162981.298,-0.574,0.150,0.794,0
1573162981.317,-0.575,0.152,0.794,0
1573162981.337,-0.574,0.151,0.793,0
1573162981.357,-0.576,0.150,0.794,0
1573162981.376,-0.576,0.150,0.794,0
1573162981.396,-0.575,0.150,0.792,0
1573162981.416,-0.576,0.151,0.794,0
1573162981.436,-0.576,0.149,0.793,0
1573162981.455,-0.576,0.149,0.792,0
1573162981.475,-0.576,0.149,0.791,0
1573162981.495,-0.575,0.149,0.792,0
1573162981.514,-0.575,0.148,0.792,0
1573162981.534,-0.575,0.148,0.793,0
1573162981.554,-0.574,0.149,0.793,0
1573162981.574,-0.575,0.148,0.791,0
1573162981.593,-0.576,0.148,0.793,0
1573162981.613,-0.574,0.149,0.795,0
1573162981.633,-0.574,0.150,0.792,0
1573162981.652,-0.571,0.149,0.793,0
1573162981.672,-0.572,0.149,0.793,0
1573162981.692,-0.572,0.150,0.794,0
1573162981.712,-0.575,0.151,0.794,0
1573162981.731,-0.576,0.152,0.795,0
1573162981.751,-0.576,0.154,0.795,0
1573162981.771,-0.573,0.155,0.794,0
1573162981.790,-0.574,0.154,0.794,0
1573162981.810,-0.574,0.154,0.795,0
1573162981.830,-0.573,0.154,0.795,0
1573162981.850,-0.572,0.154,0.794,0
1573162981.869,-0.573,0.156,0.793,0
1573162981.889,-0.573,0.155,0.794,0
1573162981.909,-0.573,0.155,0.792,0
1573162981.928,-0.573,0.155,0.793,0
1573162981.948,-0.574,0.154,0.798,0
1573162981.968,-0.576,0.154,0.795,0
1573162981.988,-0.576,0.153,0.794,0
1573162982.007,-0.575,0.153,0.791,0
1573162982.027,-0.573,0.153,0.793,0
1573162982.047,-0.571,0.152,0.794,0
1573162982.066,-0.571,0.153,0.793,0
1573162982.086,-0.569,0.155,0.794,0
1573162982.106,-0.571,0.155,0.795,0
1573162982.125,-0.574,0.155,0.794,0
1573162982.145,-0.575,0.152,0.794,0
1573162982.165,-0.576,0.154,0.792,0
1573162982.185,-0.576,0.155,0.793,0
1573162982.204,-0.574,0.154,0.794,0
1573162982.224,-0.575,0.155,0.793,0
1573162982.244,-0.574,0.155,0.794,0
1573162982.263,-0.573,0.156,0.794,0
1573162982.283,-0.573,0.155,0.794,0
1573162982.303,-0.573,0.154,0.795,0
1573162982.323,-0.573,0.154,0.793,0
1573162982.342,-0.573,0.153,0.792,0
1573162982.362,-0.575,0.153,0.793,0
1573162982.382,-0.575,0.154,0.794,0
1573162982.401,-0.574,0.152,0.793,0
1573162982.421,-0.573,0.153,0.793,0
1573162982.441,-0.573,0.155,0.794,0
