timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1566844445.811,36.133,50.293,29.297,30.273,33.203,0
1566844445.815,40.527,46.387,30.762,32.715,44.434,0
1566844445.819,38.574,42.480,29.785,33.691,46.387,0
1566844445.823,41.504,43.945,28.809,34.180,52.734,0
1566844445.827,43.457,38.574,29.785,39.551,53.711,0
1566844445.831,49.316,19.531,32.715,37.598,55.176,0
1566844445.835,46.875,28.809,29.297,33.203,50.781,0
1566844445.839,35.645,42.480,25.391,30.273,63.965,0
1566844445.842,34.180,48.828,30.762,31.738,92.285,0
1566844445.846,31.250,54.688,32.227,29.297,54.688,0
1566844445.850,28.809,42.480,29.785,25.879,17.090,0
1566844445.854,28.809,34.180,31.738,30.762,43.457,0
1566844445.858,25.391,40.527,31.250,27.832,56.641,0
1566844445.862,26.855,41.016,31.250,27.832,51.758,0
1566844445.866,30.762,45.898,30.762,27.344,48.340,0
1566844445.870,27.832,33.691,30.273,26.367,52.734,0
1566844445.874,22.949,17.578,28.809,30.762,59.570,0
1566844445.878,23.926,23.926,28.320,29.297,59.570,0
1566844445.882,24.902,29.785,31.250,31.250,51.270,0
1566844445.885,29.297,26.855,28.809,33.203,52.246,0
1566844445.889,34.668,30.273,25.391,28.809,55.176,0
1566844445.893,40.527,41.504,27.832,36.133,63.965,0
1566844445.897,45.410,42.969,27.832,41.016,66.895,0
1566844445.901,41.016,36.133,25.391,35.645,59.082,0
1566844445.905,39.551,31.738,23.438,34.180,55.664,0
1566844445.909,36.133,30.273,21.973,32.715,54.199,0
1566844445.913,36.621,37.598,24.414,36.133,66.895,0
1566844445.917,35.156,29.785,17.578,31.250,61.035,0
1566844445.921,35.156,25.879,13.672,26.855,42.480,0
1566844445.924,41.992,36.133,22.461,34.668,64.941,0
1566844445.928,44.434,34.668,26.855,39.062,69.336,0
1566844445.932,50.781,31.250,30.273,46.387,60.547,0
1566844445.936,45.410,35.645,32.227,47.363,41.992,0
1566844445.940,39.062,40.039,30.762,41.992,27.832,0
1566844445.944,37.598,30.762,33.691,42.480,65.430,0
1566844445.948,35.645,31.738,33.691,37.598,55.176,0
1566844445.952,40.527,30.273,31.250,37.598,21.484,0
1566844445.956,42.480,17.578,36.133,41.504,27.344,0
1566844445.960,28.809,21.973,36.621,33.203,31.250,0
1566844445.964,23.926,44.434,32.227,29.785,34.668,0
1566844445.967,30.273,48.340,36.621,30.762,43.457,0
1566844445.971,31.738,39.062,42.969,31.250,47.852,0
1566844445.975,30.273,33.203,42.480,32.227,48.340,0
1566844445.979,28.320,25.391,41.016,29.297,43.945,0
1566844445.983,32.715,31.738,42.969,29.297,40.039,0
1566844445.987,31.738,34.668,39.551,26.367,38.086,0
1566844445.991,32.715,34.668,41.504,28.320,43.945,0
1566844445.995,32.227,35.156,43.945,32.715,46.875,0
1566844445.999,27.832,21.973,41.504,28.320,33.691,0
1566844446.003,37.109,18.066,44.922,35.156,19.531,0
1566844446.007,42.480,31.738,45.898,40.527,24.414,0
1566844446.010,37.109,39.551,41.016,31.738,20.996,0
1566844446.014,32.715,41.016,40.039,32.227,25.391,0
1566844446.018,31.738,35.645,45.898,39.062,31.250,0
1566844446.022,37.109,40.039,45.898,37.109,27.832,0
1566844446.026,40.527,48.828,44.922,41.504,39.062,0
1566844446.030,36.621,24.414,44.434,39.062,58.594,0
1566844446.034,39.551,-0.488,41.504,35.645,66.406,0
1566844446.038,45.410,14.648,44.922,43.945,62.012,0
1566844446.042,44.922,40.039,45.898,47.852,57.617,0
1566844446.046,42.480,52.246,41.992,44.922,42.480,0
1566844446.049,41.016,47.363,42.969,40.039,43.945,0
1566844446.053,40.039,49.805,44.922,41.504,51.270,0
1566844446.057,41.016,48.340,42.480,37.598,49.316,0
1566844446.061,45.410,43.457,45.410,41.504,54.688,0
1566844446.065,44.922,43.457,46.387,43.945,45.410,0
1566844446.069,41.016,42.969,40.527,38.086,28.320,0
1566844446.073,47.363,54.199,48.828,47.363,35.156,0
1566844446.077,44.922,49.805,47.852,49.316,62.012,0
1566844446.081,39.062,27.832,40.039,40.527,36.133,0
1566844446.085,40.527,20.020,42.480,41.504,25.879,0
1566844446.089,44.922,28.320,42.480,43.457,53.223,0
1566844446.092,43.457,48.340,37.109,36.621,19.043,0
1566844446.096,33.203,45.898,31.738,30.762,2.441,0
1566844446.100,38.574,20.020,35.156,37.109,30.273,0
1566844446.104,36.621,26.855,36.133,38.574,33.203,0
1566844446.108,30.762,34.180,32.227,31.738,17.578,0
1566844446.112,32.227,41.504,32.227,28.809,15.137,0
1566844446.116,41.504,44.922,37.598,32.227,-0.977,0
1566844446.120,38.574,34.180,34.180,30.273,4.883,0
1566844446.124,38.086,26.855,37.109,32.227,31.738,0
1566844446.128,45.410,26.855,45.410,38.574,31.250,0
1566844446.132,36.133,26.367,41.016,37.109,19.043,0
1566844446.135,26.855,33.203,34.668,32.227,20.020,0
1566844446.139,31.250,51.758,37.598,39.062,32.715,0
1566844446.143,39.062,33.691,41.992,49.805,38.574,0
1566844446.147,38.086,9.277,38.574,48.828,22.949,0
1566844446.151,35.156,21.973,39.062,46.875,17.578,0
1566844446.155,37.598,39.062,41.992,51.758,26.367,0
1566844446.159,31.738,47.852,38.086,46.387,22.949,0
1566844446.163,30.762,30.273,38.086,46.387,22.949,0
1566844446.167,28.809,26.367,39.551,46.875,23.438,0
1566844446.171,29.785,26.367,40.039,45.410,41.016,0
1566844446.174,31.738,9.766,39.062,46.387,62.012,0
1566844446.178,30.762,24.414,38.574,44.434,26.367,0
1566844446.182,31.250,49.316,41.504,42.969,13.184,0
1566844446.186,25.391,45.898,40.039,41.504,27.832,0
1566844446.190,28.320,30.273,37.109,42.969,20.996,0
1566844446.194,37.598,27.344,44.434,50.293,43.945,0
1566844446.198,32.227,29.785,42.969,46.387,42.480,0
1566844446.202,30.273,26.367,39.062,39.551,20.020,0
1566844446.206,40.039,20.996,41.016,42.969,19.043,0
1566844446.210,43.457,26.367,39.062,42.480,29.785,0
1566844446.214,32.715,40.527,34.180,33.203,21.973,0
1566844446.217,33.691,41.504,34.180,32.227,23.926,0
1566844446.221,43.457,37.109,43.945,44.434,48.828,0
1566844446.225,41.016,32.715,45.898,40.039,104.492,0
1566844446.229,34.668,21.484,38.086,32.227,198.730,0
1566844446.233,33.691,19.043,38.574,34.668,319.824,0
1566844446.237,34.668,26.367,41.992,28.320,426.270,0
1566844446.241,37.598,34.180,38.574,25.879,507.812,0
1566844446.245,38.086,32.715,38.086,30.762,561.523,0
1566844446.249,41.016,20.996,44.434,30.273,529.297,0
1566844446.253,43.945,12.695,47.363,37.109,412.109,0
1566844446.257,40.039,24.902,43.945,41.504,237.793,0
1566844446.260,39.062,40.527,46.387,47.363,71.777,0
1566844446.264,34.668,38.574,49.316,55.176,-57.129,0
1566844446.268,33.691,25.391,48.340,51.270,-134.277,0
1566844446.272,40.527,25.879,49.805,50.293,-129.883,0
1566844446.276,31.250,39.062,46.387,45.410,-121.094,0
1566844446.280,29.785,30.762,46.387,44.434,-131.348,0
1566844446.284,41.504,27.344,49.805,48.340,-131.836,0
1566844446.288,30.762,35.645,45.410,39.551,-122.070,0
1566844446.292,27.832,16.602,45.898,37.598,-98.633,0
1566844446.296,28.320,21.484,45.410,40.039,-96.680,0
1566844446.299,32.227,44.434,44.434,42.480,-92.773,0
1566844446.303,42.969,40.527,44.922,42.969,-72.754,0
1566844446.307,41.504,26.855,45.410,39.551,-57.129,0
1566844446.311,39.062,20.020,47.852,39.062,-64.941,0
1566844446.315,34.180,30.762,42.480,31.250,-72.266,0
1566844446.319,24.902,30.762,38.086,26.367,-59.082,0
1566844446.323,31.250,27.832,43.457,34.668,-34.668,0
1566844446.327,30.762,45.410,42.969,29.297,-36.133,0
1566844446.331,32.227,46.387,41.504,25.391,-23.438,0
1566844446.335,35.645,35.156,41.504,27.344,-33.203,0
1566844446.339,31.738,33.203,40.527,22.949,-59.570,0
1566844446.342,28.809,53.223,41.992,21.973,-33.691,0
1566844446.346,28.320,50.293,44.922,25.391,-17.578,0
1566844446.350,29.785,36.621,43.457,24.414,-27.832,0
1566844446.354,29.785,20.996,37.598,21.973,-33.691,0
1566844446.358,31.738,20.508,36.133,21.973,-8.301,0
1566844446.362,33.691,40.527,41.016,23.438,-9.766,0
1566844446.366,27.344,41.016,40.527,23.438,-21.973,0
1566844446.370,29.785,37.109,39.551,25.391,-14.648,0
1566844446.374,38.574,42.480,40.527,32.715,-12.695,0
1566844446.378,37.109,34.668,41.016,37.598,-0.488,0
1566844446.382,34.180,18.066,38.574,35.156,-8.301,0
1566844446.385,36.133,31.250,38.086,36.621,-11.230,0
1566844446.389,41.504,33.691,40.039,40.039,3.418,0
1566844446.393,49.805,8.301,41.992,47.852,19.043,0
1566844446.397,53.223,20.508,40.039,49.805,23.438,0
1566844446.401,54.199,44.922,35.156,52.734,22.949,0
1566844446.405,56.152,48.340,35.645,58.594,32.715,0
1566844446.409,54.199,52.246,31.250,58.105,53.711,0
1566844446.413,59.570,53.711,29.297,60.059,71.289,0
1566844446.417,65.918,35.156,33.691,63.477,52.734,0
1566844446.421,68.359,25.391,33.203,64.453,46.387,0
1566844446.424,58.594,37.598,26.367,56.641,55.664,0
1566844446.428,54.688,42.969,22.461,58.105,56.152,0
1566844446.432,71.777,38.574,22.461,62.988,58.105,0
1566844446.436,71.289,22.461,21.973,59.082,66.406,0
1566844446.440,72.754,28.320,22.461,64.941,77.148,0
1566844446.444,78.613,39.062,19.531,68.848,82.520,0
1566844446.448,76.172,48.340,21.484,72.754,83.496,0
1566844446.452,78.125,51.758,21.484,77.148,84.961,0
1566844446.456,83.008,32.715,16.602,78.125,91.309,0
1566844446.460,86.426,18.555,21.973,86.426,100.098,0
1566844446.464,84.473,27.832,19.043,84.961,93.750,0
1566844446.467,86.426,36.133,12.695,79.590,88.379,0
1566844446.471,83.984,20.996,13.184,88.379,98.145,0
1566844446.475,89.355,20.020,16.113,99.609,107.422,0
1566844446.479,101.074,41.992,19.531,104.980,106.934,0
1566844446.483,98.633,46.387,10.254,103.027,103.027,0
1566844446.487,100.098,34.180,2.930,106.445,116.211,0
1566844446.491,104.980,29.785,7.324,112.793,125.977,0
1566844446.495,110.840,30.273,10.742,120.117,125.977,0
1566844446.499,113.770,30.762,10.742,124.023,129.883,0
1566844446.503,119.629,33.203,9.277,128.418,148.926,0
1566844446.507,114.258,36.133,3.418,124.512,151.855,0
1566844446.510,121.094,42.969,6.836,127.441,144.531,0
1566844446.514,132.812,39.062,9.277,133.301,151.855,0
1566844446.518,126.953,16.113,7.324,132.812,157.715,0
1566844446.522,132.324,25.391,6.348,133.789,162.109,0
1566844446.526,132.324,41.504,0.488,131.836,180.176,0
1566844446.530,131.348,38.086,2.930,131.836,168.457,0
1566844446.534,137.695,42.969,7.812,139.648,146.484,0
1566844446.538,136.230,41.992,10.254,142.090,169.922,0
1566844446.542,136.719,27.832,7.812,134.766,183.594,0
1566844446.546,140.625,22.461,7.324,134.766,149.414,0
1566844446.549,139.160,43.945,10.742,139.160,136.230,0
1566844446.553,133.301,53.711,5.371,134.766,155.762,0
1566844446.557,132.324,46.387,2.441,131.836,130.859,0
1566844446.561,133.301,38.086,4.883,134.766,136.230,0
1566844446.565,133.301,37.598,8.301,136.230,133.789,0
1566844446.569,134.277,41.992,7.324,132.812,126.953,0
1566844446.573,129.883,31.250,3.418,124.512,120.605,0
1566844446.577,121.582,35.645,1.465,119.629,112.793,0
1566844446.581,120.117,46.387,2.930,119.141,125.488,0
1566844446.585,123.047,41.992,5.859,118.652,120.117,0
1566844446.589,112.793,50.293,1.953,109.375,108.398,0
1566844446.592,110.840,45.898,3.418,104.492,96.191,0
1566844446.596,109.863,22.949,6.348,105.957,88.867,0
1566844446.600,106.445,37.598,7.324,103.027,95.215,0
1566844446.604,107.422,58.594,10.254,103.516,111.328,0
1566844446.608,106.445,59.570,11.230,101.074,112.793,0
1566844446.612,108.398,57.129,15.625,104.492,123.535,0
1566844446.616,99.121,60.547,16.602,98.145,109.863,0
1566844446.620,98.145,52.734,14.648,97.656,75.195,0
1566844446.624,95.215,37.598,16.602,104.980,83.008,0
1566844446.628,94.238,41.504,20.508,102.051,96.191,0
1566844446.632,95.215,41.992,22.461,99.609,92.773,0
1566844446.635,86.914,28.809,20.508,95.703,95.703,0
1566844446.639,86.914,23.438,22.949,95.703,103.027,0
1566844446.643,87.891,34.668,30.762,97.168,104.492,0
1566844446.647,87.402,46.387,32.715,98.633,101.562,0
1566844446.651,88.379,58.594,33.691,97.168,99.121,0
1566844446.655,86.426,40.527,34.180,94.238,97.656,0
1566844446.659,86.914,26.367,31.250,91.309,97.656,0
1566844446.663,77.637,48.340,27.832,82.520,100.586,0
1566844446.667,64.453,51.270,25.879,74.219,82.031,0
1566844446.671,66.895,38.574,25.391,71.289,79.102,0
1566844446.674,64.453,30.762,24.902,70.801,82.520,0
1566844446.678,57.617,50.293,20.508,64.941,87.891,0
1566844446.682,59.082,57.129,22.949,62.012,82.520,0
1566844446.686,62.988,38.086,27.344,64.941,59.570,0
1566844446.690,59.082,28.320,24.902,61.523,75.684,0
1566844446.694,51.758,40.039,20.996,57.617,69.336,0
1566844446.698,50.293,58.594,22.949,57.617,54.688,0
1566844446.702,46.875,62.012,21.973,49.805,51.270,0
1566844446.706,41.504,62.012,18.555,41.992,47.363,0
1566844446.710,43.457,65.918,16.602,42.480,58.594,0
1566844446.714,47.363,55.664,18.555,42.969,68.848,0
1566844446.717,47.852,43.457,22.949,43.945,44.434,0
1566844446.721,40.527,38.574,16.113,38.574,12.695,0
1566844446.725,41.016,34.180,18.066,38.086,36.621,0
1566844446.729,50.781,27.832,24.902,46.387,43.457,0
1566844446.733,59.082,31.738,28.809,47.852,13.184,0
1566844446.737,56.641,50.293,29.297,49.805,33.691,0
1566844446.741,48.828,46.387,20.996,46.387,49.805,0
1566844446.745,52.246,40.039,20.996,45.410,39.062,0
1566844446.749,56.152,52.734,29.297,50.293,37.598,0
1566844446.753,58.105,45.410,29.297,50.781,48.828,0
1566844446.757,58.105,40.039,28.320,49.316,57.617,0
1566844446.760,52.734,41.992,30.273,45.898,42.969,0
1566844446.764,52.246,36.133,29.297,45.898,46.875,0
1566844446.768,57.617,32.715,36.621,50.293,62.988,0
1566844446.772,52.734,50.293,35.645,50.781,48.340,0
1566844446.776,53.711,58.105,29.297,50.293,42.969,0
1566844446.780,53.223,50.293,27.832,42.969,40.039,0
1566844446.784,52.246,45.898,29.785,42.480,33.691,0
1566844446.788,55.176,34.668,33.691,49.805,54.199,0
1566844446.792,61.035,29.785,33.691,50.781,64.941,0
1566844446.796,61.523,23.926,32.715,48.828,59.082,0
1566844446.799,50.781,18.555,28.809,41.504,57.129,0
1566844446.803,48.828,41.992,26.855,36.621,61.523,0
1566844446.807,48.340,58.105,30.762,41.504,62.500,0
1566844446.811,46.387,49.316,29.297,39.551,54.199,0
1566844446.815,47.363,44.922,33.203,40.039,49.805,0
1566844446.819,42.480,35.645,38.086,42.480,52.246,0
1566844446.823,42.969,24.902,38.086,41.504,49.316,0
1566844446.827,38.574,31.738,34.668,34.180,16.602,0
1566844446.831,37.109,37.598,33.691,32.715,1.465,0
1566844446.835,40.039,39.551,34.668,38.574,23.438,0
1566844446.839,43.945,38.086,36.133,40.039,46.875,0
1566844446.842,37.109,30.762,30.273,31.250,41.016,0
1566844446.846,33.691,40.039,31.250,30.273,28.809,0
1566844446.850,41.016,38.086,42.969,42.480,30.273,0
1566844446.854,35.156,23.438,38.574,38.574,29.785,0
1566844446.858,31.738,28.320,32.715,31.738,26.367,0
1566844446.862,34.180,25.391,33.691,35.156,32.227,0
1566844446.866,32.715,32.715,33.691,36.621,26.367,0
1566844446.870,33.691,26.367,32.715,32.715,28.809,0
1566844446.874,27.344,1.953,31.738,28.320,50.781,0
1566844446.878,22.461,23.926,30.762,30.273,38.574,0
1566844446.882,18.555,53.711,28.320,24.414,-14.648,0
1566844446.885,18.555,41.016,28.320,22.949,-19.043,0
1566844446.889,33.691,22.949,30.762,36.133,19.043,0
1566844446.893,38.086,17.090,30.762,39.551,39.062,0
1566844446.897,35.156,39.551,35.645,40.527,20.020,0
1566844446.901,33.691,42.969,39.062,37.109,-0.488,0
1566844446.905,29.785,28.809,27.832,30.762,6.836,0
1566844446.909,26.367,47.852,24.902,33.691,10.742,0
1566844446.913,26.855,37.109,26.367,35.645,11.719,0
1566844446.917,32.227,26.855,23.438,30.273,22.461,0
1566844446.921,32.227,35.645,26.855,32.715,28.809,0
1566844446.924,38.574,42.969,31.250,39.551,10.254,0
1566844446.928,40.527,31.738,32.227,37.598,8.789,0
1566844446.932,35.645,20.996,32.227,33.203,32.715,0
1566844446.936,31.250,41.016,26.855,25.391,18.555,0
1566844446.940,27.832,53.223,24.902,23.438,9.277,0
1566844446.944,32.715,38.086,29.785,27.832,28.320,0
1566844446.948,34.180,34.668,30.273,26.855,30.762,0
