timestamps,X,Y,Z,Marker0
1565198797.164,-0.638,0.155,0.738,0
1565198797.183,-0.636,0.157,0.739,0
1565198797.203,-0.637,0.157,0.740,0
1565198797.223,-0.634,0.157,0.738,0
1565198797.243,-0.637,0.157,0.739,0
1565198797.262,-0.641,0.156,0.739,0
1565198797.282,-0.641,0.154,0.739,0
1565198797.302,-0.638,0.151,0.738,0
1565198797.321,-0.637,0.148,0.737,0
1565198797.341,-0.632,0.147,0.736,0
1565198797.361,-0.639,0.147,0.741,0
1565198797.381,-0.636,0.148,0.738,0
1565198797.400,-0.636,0.148,0.740,0
1565198797.420,-0.639,0.151,0.740,0
1565198797.440,-0.639,0.152,0.738,0
1565198797.459,-0.641,0.153,0.738,0
1565198797.479,-0.642,0.153,0.740,0
1565198797.499,-0.638,0.152,0.734,0
1565198797.518,-0.637,0.152,0.737,0
1565198797.538,-0.640,0.150,0.738,0
1565198797.558,-0.637,0.148,0.736,0
1565198797.578,-0.637,0.147,0.739,0
1565198797.597,-0.636,0.145,0.738,0
1565198797.617,-0.637,0.145,0.735,0
1565198797.637,-0.640,0.146,0.735,0
1565198797.656,-0.643,0.149,0.735,0
1565198797.676,-0.643,0.150,0.735,0
1565198797.696,-0.640,0.150,0.737,0
1565198797.716,-0.640,0.151,0.737,0
1565198797.735,-0.641,0.152,0.736,0
1565198797.755,-0.642,0.153,0.736,0
1565198797.775,-0.644,0.153,0.737,0
1565198797.794,-0.642,0.150,0.735,0
1565198797.814,-0.639,0.147,0.734,0
1565198797.834,-0.637,0.144,0.736,0
1565198797.854,-0.638,0.143,0.736,0
1565198797.873,-0.638,0.144,0.735,0
1565198797.893,-0.639,0.147,0.738,0
1565198797.913,-0.641,0.148,0.738,0
1565198797.932,-0.641,0.148,0.737,0
1565198797.952,-0.643,0.150,0.737,0
1565198797.972,-0.642,0.150,0.735,0
1565198797.991,-0.643,0.150,0.737,0
1565198798.011,-0.640,0.150,0.734,0
1565198798.031,-0.640,0.149,0.737,0
1565198798.051,-0.640,0.147,0.737,0
1565198798.070,-0.637,0.145,0.735,0
1565198798.090,-0.639,0.144,0.737,0
1565198798.110,-0.641,0.144,0.737,0
1565198798.129,-0.643,0.147,0.736,0
1565198798.149,-0.644,0.148,0.736,0
1565198798.169,-0.644,0.149,0.736,0
1565198798.189,-0.641,0.151,0.735,0
1565198798.208,-0.638,0.152,0.736,0
1565198798.228,-0.641,0.152,0.738,0
1565198798.248,-0.643,0.152,0.735,0
1565198798.267,-0.646,0.152,0.736,0
1565198798.287,-0.644,0.151,0.738,0
1565198798.307,-0.643,0.148,0.736,0
1565198798.327,-0.638,0.144,0.734,0
1565198798.346,-0.638,0.142,0.733,0
1565198798.366,-0.640,0.143,0.736,0
1565198798.386,-0.641,0.144,0.737,0
