timestamps,X,Y,Z,Marker0
1564169044.480,-0.695,0.093,0.696,0
1564169044.500,-0.693,0.092,0.693,0
1564169044.520,-0.691,0.091,0.690,0
1564169044.540,-0.693,0.090,0.690,0
1564169044.559,-0.696,0.089,0.692,0
1564169044.579,-0.698,0.089,0.690,0
1564169044.599,-0.699,0.090,0.689,0
1564169044.618,-0.700,0.090,0.688,0
1564169044.638,-0.700,0.088,0.691,0
1564169044.658,-0.698,0.089,0.690,0
1564169044.678,-0.696,0.090,0.691,0
1564169044.697,-0.695,0.090,0.692,0
1564169044.717,-0.694,0.091,0.693,0
1564169044.737,-0.695,0.094,0.693,0
1564169044.756,-0.695,0.094,0.693,0
1564169044.776,-0.698,0.095,0.693,0
1564169044.796,-0.698,0.096,0.691,0
1564169044.816,-0.701,0.096,0.691,0
1564169044.835,-0.700,0.096,0.691,0
1564169044.855,-0.700,0.095,0.689,0
1564169044.875,-0.700,0.094,0.690,0
1564169044.894,-0.699,0.092,0.690,0
1564169044.914,-0.697,0.091,0.690,0
1564169044.934,-0.698,0.092,0.690,0
1564169044.953,-0.695,0.091,0.690,0
1564169044.973,-0.698,0.091,0.690,0
1564169044.993,-0.698,0.091,0.691,0
1564169045.013,-0.700,0.091,0.692,0
1564169045.032,-0.699,0.091,0.690,0
1564169045.052,-0.699,0.092,0.689,0
1564169045.072,-0.698,0.094,0.690,0
1564169045.091,-0.698,0.094,0.691,0
1564169045.111,-0.700,0.095,0.691,0
1564169045.131,-0.698,0.096,0.688,0
1564169045.151,-0.700,0.093,0.689,0
1564169045.170,-0.704,0.090,0.693,0
1564169045.190,-0.697,0.092,0.685,0
1564169045.210,-0.699,0.095,0.687,0
1564169045.229,-0.702,0.094,0.690,0
1564169045.249,-0.700,0.093,0.691,0
1564169045.269,-0.697,0.094,0.688,0
1564169045.289,-0.696,0.094,0.690,0
1564169045.308,-0.697,0.095,0.691,0
1564169045.328,-0.699,0.095,0.690,0
1564169045.348,-0.700,0.094,0.689,0
1564169045.367,-0.702,0.095,0.688,0
1564169045.387,-0.704,0.095,0.688,0
1564169045.407,-0.703,0.092,0.690,0
1564169045.426,-0.702,0.092,0.688,0
1564169045.446,-0.700,0.090,0.687,0
1564169045.466,-0.698,0.091,0.687,0
1564169045.486,-0.697,0.091,0.689,0
1564169045.505,-0.696,0.093,0.691,0
1564169045.525,-0.697,0.094,0.690,0
