timestamps,X,Y,Z,Marker0
1569339875.570,-0.194,-0.479,-2.340,0
1569339875.590,-0.194,-0.449,-2.221,0
1569339875.609,-0.202,-0.538,-2.221,0
1569339875.629,-0.135,-0.516,-2.348,0
1569339875.649,-0.187,-0.479,-2.273,0
1569339875.669,-0.224,-0.516,-2.153,0
1569339875.688,-0.075,-0.598,-2.131,0
1569339875.708,0.000,-0.598,-2.228,0
1569339875.728,-0.157,-0.680,-2.422,0
1569339875.747,-0.366,-0.807,-2.647,0
1569339875.767,-0.419,-0.822,-2.505,0
1569339875.787,-0.381,-0.583,-2.280,0
1569339875.807,-0.351,-0.426,-2.094,0
1569339875.826,-0.232,-0.411,-2.191,0
1569339875.846,-0.179,-0.441,-2.071,0
1569339875.866,-0.015,-0.441,-1.892,0
1569339875.885,0.022,-0.531,-1.794,0
1569339875.905,-0.142,-0.793,-1.832,0
1569339875.925,-0.254,-0.890,-1.817,0
1569339875.945,-0.262,-0.800,-1.832,0
1569339875.964,-0.232,-0.464,-1.922,0
1569339875.984,-0.030,-0.217,-1.922,0
1569339876.004,0.022,-0.187,-2.041,0
1569339876.023,-0.007,-0.269,-2.221,0
1569339876.043,-0.187,-0.434,-2.422,0
1569339876.063,-0.277,-0.456,-2.236,0
1569339876.082,-0.262,-0.531,-2.146,0
1569339876.102,-0.105,-0.516,-2.221,0
1569339876.122,0.105,-0.359,-2.131,0
1569339876.142,0.135,-0.232,-1.869,0
1569339876.161,-0.022,-0.284,-1.922,0
1569339876.181,-0.209,-0.329,-2.071,0
1569339876.201,-0.135,-0.262,-2.071,0
1569339876.220,-0.030,-0.187,-1.884,0
1569339876.240,-0.150,-0.396,-2.146,0
1569339876.260,-0.351,-0.793,-2.789,0
1569339876.280,-0.486,-0.897,-3.185,0
1569339876.299,-0.404,-0.830,-3.095,0
1569339876.319,-0.381,-0.942,-2.983,0
1569339876.339,-0.501,-1.017,-2.983,0
1569339876.358,-0.456,-0.807,-2.864,0
1569339876.378,-0.022,-0.464,-2.505,0
1569339876.398,0.314,-0.150,-2.034,0
1569339876.418,0.381,-0.030,-1.660,0
1569339876.437,0.314,0.164,-1.361,0
1569339876.457,0.314,0.254,-1.279,0
1569339876.477,0.164,0.015,-1.622,0
1569339876.496,0.030,-0.292,-1.854,0
1569339876.516,-0.007,-0.531,-2.019,0
1569339876.536,-0.172,-0.770,-2.168,0
1569339876.555,-0.247,-0.793,-2.348,0
1569339876.575,-0.351,-0.897,-2.467,0
1569339876.595,-0.374,-0.875,-2.617,0
1569339876.615,-0.381,-0.688,-2.557,0
1569339876.634,-0.419,-0.576,-2.729,0
1569339876.654,-0.359,-0.449,-2.946,0
1569339876.674,-0.299,-0.493,-3.021,0
1569339876.693,-0.127,-0.411,-2.722,0
1569339876.713,0.067,-0.232,-2.265,0
1569339876.733,0.105,-0.284,-1.914,0
1569339876.753,0.097,-0.336,-1.712,0
1569339876.772,0.127,-0.314,-1.765,0
1569339876.792,0.037,-0.359,-1.996,0
1569339876.812,-0.082,-0.493,-1.974,0
1569339876.831,-0.224,-0.561,-1.929,0
1569339876.851,-0.217,-0.486,-2.079,0
1569339876.871,-0.090,-0.322,-1.929,0
1569339876.891,0.060,-0.105,-1.914,0
1569339876.910,0.105,-0.157,-2.236,0
1569339876.930,0.007,-0.269,-2.258,0
1569339876.950,0.022,-0.389,-2.213,0
1569339876.969,-0.030,-0.359,-1.974,0
1569339876.989,-0.015,-0.217,-1.720,0
1569339877.009,0.060,-0.112,-1.600,0
1569339877.028,0.060,-0.127,-1.675,0
1569339877.048,0.127,-0.164,-1.907,0
1569339877.068,0.105,-0.336,-2.176,0
1569339877.088,-0.120,-0.598,-2.572,0
1569339877.107,-0.449,-0.852,-2.908,0
1569339877.127,-0.523,-0.807,-2.864,0
1569339877.147,-0.322,-0.583,-2.662,0
1569339877.166,-0.254,-0.434,-2.639,0
1569339877.186,-0.262,-0.538,-2.811,0
1569339877.206,-0.344,-0.568,-2.639,1
1569339877.226,-0.269,-0.508,-2.213,0
1569339877.245,-0.179,-0.411,-2.056,0
1569339877.265,-0.217,-0.576,-2.153,0
1569339877.285,-0.292,-0.733,-2.191,0
1569339877.304,-0.232,-0.748,-2.049,0
1569339877.324,-0.187,-0.508,-2.034,0
1569339877.344,0.015,-0.172,-2.176,0
1569339877.363,0.037,-0.157,-2.116,0
1569339877.383,-0.105,-0.292,-2.340,0
1569339877.403,-0.254,-0.359,-2.385,0
1569339877.423,-0.284,-0.419,-2.460,0
1569339877.442,-0.209,-0.471,-2.497,0
1569339877.462,-0.127,-0.426,-2.393,0
1569339877.482,-0.172,-0.411,-2.370,0
1569339877.501,-0.239,-0.606,-2.497,0
1569339877.521,-0.224,-0.636,-2.325,0
1569339877.541,-0.194,-0.486,-2.206,0
1569339877.561,-0.045,-0.314,-2.108,0
1569339877.580,0.082,-0.389,-2.079,0
1569339877.600,-0.090,-0.553,-2.265,0
1569339877.620,-0.179,-0.606,-2.490,0
1569339877.639,-0.194,-0.419,-2.355,0
1569339877.659,-0.157,-0.336,-2.123,0
1569339877.679,-0.120,-0.336,-2.168,0
1569339877.699,-0.060,-0.299,-2.265,0
1569339877.718,0.127,-0.179,-2.176,0
1569339877.738,0.254,-0.142,-2.034,0
1569339877.758,0.082,-0.329,-2.176,0
1569339877.777,-0.164,-0.643,-2.535,0
1569339877.797,-0.247,-0.703,-2.662,0
