timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1574374566.497,31.250,33.691,21.973,40.039,40.039,0
1574374566.501,21.973,46.875,30.273,49.316,46.387,0
1574374566.505,21.484,41.992,36.133,47.363,20.996,0
1574374566.509,20.020,44.922,28.809,41.016,19.043,0
1574374566.513,27.832,35.156,14.160,38.086,32.227,0
1574374566.517,42.969,29.785,23.438,36.621,53.711,0
1574374566.521,26.855,34.668,20.508,32.715,65.430,0
1574374566.524,16.602,44.922,4.883,14.648,5.859,0
1574374566.528,19.043,52.734,11.719,10.254,22.949,0
1574374566.532,16.602,47.852,24.414,41.992,43.945,0
1574374566.536,24.414,32.227,24.414,41.992,9.277,0
1574374566.540,35.645,20.996,25.391,35.156,27.344,0
1574374566.544,30.762,44.922,13.672,34.180,30.762,0
1574374566.548,22.949,53.711,6.348,37.598,20.020,0
1574374566.552,23.926,26.855,18.555,36.621,34.668,0
1574374566.556,25.879,30.762,26.367,30.762,26.855,0
1574374566.560,39.062,44.922,36.621,35.645,33.203,0
1574374566.563,36.621,40.527,30.762,30.273,42.480,0
1574374566.567,15.625,51.758,25.879,34.668,25.391,0
1574374566.571,19.043,75.195,28.320,41.016,11.230,0
1574374566.575,23.438,65.918,20.020,15.137,30.762,0
1574374566.579,20.508,47.852,20.508,9.766,33.691,0
1574374566.583,21.973,42.480,19.531,36.621,12.695,0
1574374566.587,19.531,39.062,18.555,45.898,20.508,0
1574374566.591,13.672,31.738,20.020,37.598,25.879,0
1574374566.595,20.996,29.297,23.438,34.180,32.715,0
1574374566.599,29.297,29.297,33.203,40.527,24.902,0
1574374566.603,37.109,35.645,35.645,42.480,20.508,0
1574374566.606,31.738,31.738,19.531,31.250,37.109,0
1574374566.610,29.297,41.016,28.809,26.855,20.020,0
1574374566.614,30.273,55.664,37.598,39.551,25.391,0
1574374566.618,26.855,58.105,25.391,37.109,32.227,0
1574374566.622,32.715,42.969,27.344,43.457,26.367,0
