timestamps,X,Y,Z,Marker0
1570732761.809,-0.730,0.306,0.597,0
1570732761.829,-0.732,0.306,0.596,0
1570732761.848,-0.732,0.306,0.597,0
1570732761.868,-0.733,0.307,0.596,0
1570732761.888,-0.733,0.306,0.597,0
1570732761.907,-0.733,0.306,0.597,0
1570732761.927,-0.731,0.306,0.596,0
1570732761.947,-0.730,0.305,0.598,0
1570732761.967,-0.731,0.307,0.598,0
1570732761.986,-0.731,0.306,0.598,0
1570732762.006,-0.733,0.307,0.597,0
1570732762.026,-0.733,0.306,0.597,0
1570732762.045,-0.733,0.307,0.596,0
1570732762.065,-0.733,0.306,0.597,0
1570732762.085,-0.732,0.306,0.598,0
1570732762.104,-0.731,0.306,0.597,0
1570732762.124,-0.731,0.305,0.597,0
1570732762.144,-0.731,0.307,0.598,0
1570732762.164,-0.731,0.305,0.598,0
1570732762.183,-0.732,0.307,0.597,0
1570732762.203,-0.731,0.305,0.597,0
1570732762.223,-0.731,0.305,0.599,0
1570732762.242,-0.731,0.305,0.598,0
1570732762.262,-0.731,0.306,0.600,0
1570732762.282,-0.732,0.306,0.598,0
1570732762.302,-0.733,0.305,0.598,0
1570732762.321,-0.732,0.304,0.597,0
1570732762.341,-0.733,0.305,0.599,0
1570732762.361,-0.729,0.306,0.597,0
1570732762.380,-0.727,0.306,0.597,0
1570732762.400,-0.730,0.305,0.599,0
1570732762.420,-0.734,0.306,0.598,0
1570732762.440,-0.733,0.307,0.598,0
1570732762.459,-0.735,0.307,0.599,0
1570732762.479,-0.733,0.304,0.598,0
1570732762.499,-0.731,0.304,0.599,0
1570732762.518,-0.729,0.303,0.598,0
1570732762.538,-0.729,0.303,0.598,0
1570732762.558,-0.730,0.302,0.599,0
1570732762.577,-0.731,0.303,0.599,0
1570732762.597,-0.733,0.304,0.600,0
1570732762.617,-0.732,0.305,0.598,0
1570732762.637,-0.734,0.306,0.599,0
1570732762.656,-0.732,0.306,0.599,0
1570732762.676,-0.729,0.306,0.599,0
1570732762.696,-0.729,0.304,0.598,0
1570732762.715,-0.730,0.304,0.599,0
1570732762.735,-0.731,0.304,0.599,0
1570732762.755,-0.732,0.305,0.600,0
1570732762.775,-0.732,0.304,0.598,0
1570732762.794,-0.732,0.304,0.598,0
1570732762.814,-0.730,0.303,0.599,0
1570732762.834,-0.729,0.303,0.598,0
1570732762.853,-0.730,0.305,0.599,0
1570732762.873,-0.732,0.304,0.600,0
1570732762.893,-0.732,0.306,0.598,0
1570732762.913,-0.732,0.304,0.599,0
1570732762.932,-0.732,0.305,0.600,0
1570732762.952,-0.730,0.304,0.600,0
1570732762.972,-0.730,0.303,0.599,0
1570732762.991,-0.730,0.303,0.600,0
1570732763.011,-0.730,0.303,0.599,0
1570732763.031,-0.731,0.303,0.599,0
1570732763.050,-0.732,0.303,0.599,0
1570732763.070,-0.731,0.304,0.599,0
1570732763.090,-0.731,0.305,0.598,0
1570732763.110,-0.731,0.304,0.599,0
1570732763.129,-0.730,0.303,0.600,0
1570732763.149,-0.731,0.303,0.599,0
1570732763.169,-0.732,0.303,0.599,0
1570732763.188,-0.732,0.304,0.599,0
1570732763.208,-0.732,0.304,0.600,0
1570732763.228,-0.731,0.302,0.600,0
1570732763.248,-0.730,0.302,0.601,0
1570732763.267,-0.730,0.303,0.600,0
1570732763.287,-0.730,0.303,0.600,0
1570732763.307,-0.727,0.304,0.599,0
1570732763.326,-0.730,0.303,0.600,0
1570732763.346,-0.732,0.303,0.601,0
1570732763.366,-0.732,0.303,0.599,0
1570732763.386,-0.733,0.305,0.599,0
1570732763.405,-0.734,0.303,0.599,0
1570732763.425,-0.732,0.301,0.599,0
1570732763.445,-0.731,0.301,0.600,0
1570732763.464,-0.729,0.303,0.599,0
1570732763.484,-0.730,0.302,0.600,0
1570732763.504,-0.731,0.302,0.602,0
1570732763.523,-0.732,0.301,0.600,0
1570732763.543,-0.731,0.301,0.599,0
1570732763.563,-0.733,0.299,0.601,0
1570732763.583,-0.730,0.299,0.602,0
1570732763.602,-0.729,0.301,0.601,0
1570732763.622,-0.729,0.300,0.602,0
1570732763.642,-0.731,0.300,0.600,0
1570732763.661,-0.731,0.301,0.599,0
1570732763.681,-0.732,0.302,0.598,0
1570732763.701,-0.732,0.304,0.599,0
1570732763.721,-0.732,0.303,0.600,0
