timestamps,X,Y,Z,Marker0
1562354840.511,0.142,-2.916,-2.198,0
1562354840.530,0.209,-3.252,-2.116,0
1562354840.550,0.135,-3.469,-2.138,0
1562354840.569,-0.045,-3.365,-2.191,0
1562354840.588,-0.307,-3.230,-2.265,0
1562354840.608,-0.546,-3.230,-2.430,0
1562354840.627,-0.568,-3.237,-2.662,0
1562354840.647,-0.284,-3.372,-2.722,0
1562354840.666,0.045,-3.492,-2.692,0
1562354840.685,0.247,-3.432,-2.482,0
1562354840.705,0.269,-3.267,-2.295,0
1562354840.724,0.172,-3.559,-2.026,0
1562354840.744,-0.202,-3.858,-1.832,0
1562354840.763,-0.434,-3.559,-1.899,0
1562354840.782,-0.344,-3.043,-2.071,0
1562354840.802,0.030,-2.856,-2.236,0
1562354840.821,0.314,-2.991,-2.422,0
1562354840.841,0.561,-3.365,-2.557,0
1562354840.860,0.770,-3.768,-2.363,0
1562354840.879,0.710,-4.008,-2.131,0
1562354840.899,0.396,-3.828,-1.907,0
1562354840.918,0.075,-3.297,-1.802,0
1562354840.938,-0.232,-2.542,-1.966,0
1562354840.957,-0.172,-1.824,-2.168,0
1562354840.976,-0.052,-0.965,-2.520,0
1562354840.996,0.179,0.284,-2.789,0
1562354841.015,0.217,1.211,-2.729,0
1562354841.035,0.695,1.002,-2.482,0
1562354841.054,0.621,0.127,-1.914,0
1562354841.073,0.284,-1.794,-1.301,0
1562354841.093,-0.135,-3.738,-0.725,0
1562354841.112,-0.217,-5.077,0.000,0
1562354841.131,-0.164,-5.361,0.441,0
1562354841.151,-0.105,-5.323,0.247,0
1562354841.170,-0.105,-5.264,-0.501,0
1562354841.190,-0.591,-5.563,-1.518,0
1562354841.209,-1.039,-6.340,-2.295,0
1562354841.228,-1.450,-6.587,-2.931,0
1562354841.248,-1.608,-6.213,-3.237,0
1562354841.267,-1.593,-5.376,-3.394,0
1562354841.287,-1.286,-4.411,-3.551,0
1562354841.306,-0.994,-3.394,-3.626,0
1562354841.325,-0.568,-2.221,-3.596,0
1562354841.345,0.037,-0.957,-3.305,0
1562354841.364,0.523,-0.120,-2.871,0
1562354841.384,0.688,0.322,-2.288,0
1562354841.403,0.748,0.366,-1.794,0
1562354841.422,0.591,0.097,-1.406,0
1562354841.442,0.493,-0.643,-1.316,0
1562354841.461,0.344,-1.473,-1.540,0
1562354841.481,0.224,-2.460,-1.884,0
1562354841.500,0.389,-3.125,-2.191,0
1562354841.519,0.591,-3.439,-2.497,0
1562354841.539,0.606,-3.484,-2.565,0
1562354841.558,0.374,-3.357,-2.348,0
1562354841.578,-0.022,-3.365,-2.086,0
1562354841.597,-0.381,-3.447,-1.944,0
1562354841.616,-0.538,-2.901,-2.191,0
1562354841.636,-0.419,-2.236,-2.497,0
1562354841.655,-0.060,-1.899,-2.991,0
1562354841.675,0.262,-1.735,-3.365,0
1562354841.694,0.568,-1.735,-3.499,0
1562354841.713,0.837,-1.892,-3.208,0
1562354841.733,0.950,-2.265,-2.804,0
1562354841.752,0.710,-2.505,-2.490,0
1562354841.772,0.591,-2.385,-2.415,0
1562354841.791,0.695,-1.974,-2.393,0
1562354841.810,0.680,-1.772,-2.445,0
1562354841.830,0.366,-1.981,-2.497,0
1562354841.849,0.037,-2.123,-2.527,0
1562354841.869,0.000,-1.884,-2.737,0
1562354841.888,-0.164,-1.593,-3.080,0
1562354841.907,-0.456,-1.622,-3.551,0
1562354841.927,-0.404,-1.712,-3.694,0
1562354841.946,0.052,-1.735,-3.634,0
1562354841.965,0.449,-2.079,-3.237,0
1562354841.985,0.688,-2.594,-2.677,0
1562354842.004,0.695,-3.006,-2.034,0
1562354842.024,0.583,-3.095,-1.555,0
1562354842.043,0.643,-2.759,-1.555,0
1562354842.062,0.793,-2.251,-1.944,0
1562354842.082,1.234,-1.922,-2.662,0
1562354842.101,1.510,-1.869,-3.223,0
1562354842.121,1.032,-2.146,-3.163,0
1562354842.140,0.516,-2.497,-2.475,0
1562354842.159,0.912,-2.647,-1.391,0
1562354842.179,0.957,-3.372,-0.650,0
