timestamps,X,Y,Z,Marker0
1569356037.008,-0.814,-0.145,0.534,0
1569356037.028,-0.815,-0.147,0.532,0
1569356037.048,-0.815,-0.148,0.530,0
1569356037.067,-0.818,-0.147,0.532,0
1569356037.087,-0.818,-0.146,0.531,0
1569356037.107,-0.819,-0.146,0.530,0
1569356037.126,-0.818,-0.148,0.531,0
1569356037.146,-0.816,-0.148,0.530,0
1569356037.166,-0.815,-0.150,0.530,0
1569356037.186,-0.816,-0.149,0.532,0
1569356037.205,-0.816,-0.150,0.533,0
1569356037.225,-0.815,-0.151,0.533,0
1569356037.245,-0.813,-0.150,0.530,0
1569356037.264,-0.815,-0.148,0.528,0
1569356037.284,-0.819,-0.145,0.532,0
1569356037.304,-0.817,-0.145,0.533,0
1569356037.323,-0.815,-0.144,0.534,0
1569356037.343,-0.815,-0.145,0.533,0
1569356037.363,-0.817,-0.145,0.533,0
1569356037.383,-0.820,-0.146,0.535,0
1569356037.402,-0.816,-0.149,0.531,0
1569356037.422,-0.813,-0.149,0.531,0
1569356037.442,-0.814,-0.148,0.533,0
1569356037.461,-0.815,-0.149,0.532,0
1569356037.481,-0.816,-0.150,0.533,0
1569356037.501,-0.816,-0.150,0.532,0
1569356037.521,-0.814,-0.150,0.531,0
1569356037.540,-0.812,-0.150,0.532,0
1569356037.560,-0.813,-0.151,0.533,0
1569356037.580,-0.816,-0.150,0.531,0
1569356037.599,-0.817,-0.149,0.531,0
1569356037.619,-0.816,-0.149,0.532,0
1569356037.639,-0.817,-0.149,0.533,0
1569356037.659,-0.817,-0.149,0.529,0
1569356037.678,-0.817,-0.148,0.531,0
1569356037.698,-0.817,-0.150,0.534,0
1569356037.718,-0.813,-0.149,0.534,0
1569356037.737,-0.809,-0.149,0.531,0
1569356037.757,-0.813,-0.149,0.532,0
1569356037.777,-0.818,-0.150,0.535,0
1569356037.796,-0.817,-0.153,0.534,0
1569356037.816,-0.814,-0.155,0.531,0
1569356037.836,-0.814,-0.155,0.531,0
1569356037.856,-0.811,-0.151,0.532,0
1569356037.875,-0.813,-0.148,0.534,0
1569356037.895,-0.816,-0.146,0.533,0
1569356037.915,-0.815,-0.147,0.531,0
1569356037.934,-0.816,-0.146,0.533,0
1569356037.954,-0.818,-0.147,0.533,0
1569356037.974,-0.820,-0.150,0.532,0
1569356037.994,-0.820,-0.152,0.533,0
1569356038.013,-0.815,-0.153,0.533,0
1569356038.033,-0.813,-0.154,0.533,0
1569356038.053,-0.809,-0.152,0.533,0
1569356038.072,-0.809,-0.151,0.532,0
1569356038.092,-0.812,-0.151,0.532,0
1569356038.112,-0.815,-0.150,0.534,0
1569356038.131,-0.817,-0.148,0.531,0
1569356038.151,-0.818,-0.148,0.529,0
1569356038.171,-0.816,-0.148,0.531,0
1569356038.191,-0.818,-0.148,0.535,0
1569356038.210,-0.819,-0.148,0.534,0
1569356038.230,-0.819,-0.147,0.532,0
1569356038.250,-0.815,-0.148,0.531,0
1569356038.269,-0.812,-0.149,0.533,0
1569356038.289,-0.811,-0.151,0.533,0
1569356038.309,-0.812,-0.152,0.531,0
1569356038.329,-0.815,-0.153,0.532,0
1569356038.348,-0.816,-0.154,0.532,0
1569356038.368,-0.816,-0.154,0.534,0
1569356038.388,-0.814,-0.152,0.533,0
1569356038.407,-0.814,-0.151,0.531,0
1569356038.427,-0.813,-0.152,0.532,0
1569356038.447,-0.815,-0.153,0.534,0
1569356038.467,-0.815,-0.152,0.535,0
1569356038.486,-0.814,-0.153,0.532,0
1569356038.506,-0.814,-0.154,0.533,0
1569356038.526,-0.814,-0.154,0.532,0
1569356038.545,-0.813,-0.154,0.535,0
1569356038.565,-0.809,-0.155,0.533,0
1569356038.585,-0.810,-0.155,0.534,0
1569356038.604,-0.814,-0.154,0.536,0
1569356038.624,-0.813,-0.154,0.534,0
1569356038.644,-0.816,-0.152,0.533,0
1569356038.664,-0.818,-0.153,0.534,0
1569356038.683,-0.814,-0.151,0.533,0
1569356038.703,-0.814,-0.151,0.535,0
1569356038.723,-0.814,-0.151,0.535,0
1569356038.742,-0.814,-0.154,0.535,0
1569356038.762,-0.814,-0.155,0.533,0
1569356038.782,-0.815,-0.157,0.534,0
1569356038.802,-0.815,-0.156,0.533,0
1569356038.821,-0.810,-0.158,0.533,0
1569356038.841,-0.809,-0.157,0.535,0
1569356038.861,-0.810,-0.156,0.534,0
1569356038.880,-0.812,-0.154,0.535,0
1569356038.900,-0.814,-0.154,0.534,0
1569356038.920,-0.813,-0.154,0.533,0
1569356038.939,-0.815,-0.154,0.534,0
1569356038.959,-0.815,-0.154,0.533,0
1569356038.979,-0.816,-0.154,0.533,0
1569356038.999,-0.815,-0.154,0.536,0
1569356039.018,-0.814,-0.153,0.534,0
1569356039.038,-0.813,-0.152,0.534,0
1569356039.058,-0.813,-0.153,0.534,0
1569356039.077,-0.811,-0.154,0.535,0
1569356039.097,-0.811,-0.154,0.534,0
1569356039.117,-0.812,-0.154,0.534,0
1569356039.137,-0.815,-0.155,0.535,0
1569356039.156,-0.813,-0.154,0.534,0
1569356039.176,-0.812,-0.153,0.535,0
1569356039.196,-0.813,-0.154,0.534,0
1569356039.215,-0.815,-0.155,0.532,0
1569356039.235,-0.815,-0.154,0.533,0
1569356039.255,-0.813,-0.154,0.534,0
1569356039.275,-0.813,-0.153,0.534,0
1569356039.294,-0.815,-0.155,0.533,0
1569356039.314,-0.818,-0.155,0.536,0
1569356039.334,-0.813,-0.152,0.532,0
1569356039.353,-0.810,-0.153,0.537,0
1569356039.373,-0.810,-0.156,0.535,0
1569356039.393,-0.808,-0.158,0.536,0
1569356039.412,-0.810,-0.157,0.533,0
1569356039.432,-0.815,-0.157,0.533,0
1569356039.452,-0.814,-0.156,0.535,0
1569356039.472,-0.814,-0.155,0.537,0
1569356039.491,-0.813,-0.153,0.536,0
1569356039.511,-0.813,-0.151,0.534,0
1569356039.531,-0.812,-0.152,0.534,0
1569356039.550,-0.813,-0.154,0.534,0
1569356039.570,-0.814,-0.154,0.534,0
1569356039.590,-0.817,-0.155,0.533,0
1569356039.610,-0.815,-0.156,0.537,0
1569356039.629,-0.811,-0.155,0.534,0
1569356039.649,-0.807,-0.155,0.536,0
1569356039.669,-0.808,-0.155,0.536,0
1569356039.688,-0.809,-0.154,0.532,0
1569356039.708,-0.813,-0.154,0.532,0
1569356039.728,-0.816,-0.153,0.532,0
1569356039.747,-0.816,-0.151,0.531,0
1569356039.767,-0.820,-0.150,0.531,0
1569356039.787,-0.819,-0.151,0.533,0
1569356039.807,-0.818,-0.148,0.533,0
1569356039.826,-0.817,-0.148,0.533,0
1569356039.846,-0.815,-0.150,0.533,0
1569356039.866,-0.812,-0.150,0.531,0
1569356039.885,-0.812,-0.152,0.532,0
1569356039.905,-0.813,-0.154,0.536,0
1569356039.925,-0.812,-0.155,0.535,0
1569356039.945,-0.811,-0.154,0.532,0
1569356039.964,-0.810,-0.152,0.532,0
1569356039.984,-0.812,-0.149,0.532,0
1569356040.004,-0.816,-0.150,0.533,0
1569356040.023,-0.819,-0.149,0.533,0
1569356040.043,-0.819,-0.150,0.532,0
1569356040.063,-0.816,-0.152,0.533,0
1569356040.083,-0.815,-0.152,0.533,0
1569356040.102,-0.814,-0.152,0.533,0
1569356040.122,-0.815,-0.151,0.532,0
1569356040.142,-0.814,-0.151,0.534,0
1569356040.161,-0.812,-0.150,0.534,0
1569356040.181,-0.811,-0.149,0.534,0
1569356040.201,-0.812,-0.149,0.534,0
1569356040.220,-0.816,-0.149,0.532,0
1569356040.240,-0.818,-0.151,0.532,0
1569356040.260,-0.818,-0.152,0.532,0
1569356040.280,-0.815,-0.152,0.531,0
1569356040.299,-0.813,-0.152,0.531,0
1569356040.319,-0.814,-0.153,0.532,0
1569356040.339,-0.814,-0.154,0.533,0
1569356040.358,-0.815,-0.153,0.534,0
1569356040.378,-0.815,-0.151,0.533,0
1569356040.398,-0.813,-0.151,0.534,0
1569356040.418,-0.815,-0.150,0.532,0
1569356040.437,-0.817,-0.151,0.533,0
1569356040.457,-0.815,-0.150,0.532,0
1569356040.477,-0.813,-0.151,0.531,0
1569356040.496,-0.815,-0.151,0.533,0
1569356040.516,-0.815,-0.152,0.533,0
1569356040.536,-0.814,-0.153,0.532,0
1569356040.555,-0.814,-0.152,0.533,0
1569356040.575,-0.814,-0.152,0.531,0
1569356040.595,-0.815,-0.154,0.532,0
1569356040.615,-0.814,-0.155,0.532,0
1569356040.634,-0.814,-0.155,0.534,0
1569356040.654,-0.813,-0.154,0.532,0
1569356040.674,-0.813,-0.152,0.533,0
1569356040.693,-0.814,-0.152,0.533,0
1569356040.713,-0.815,-0.153,0.533,0
1569356040.733,-0.816,-0.151,0.534,0
1569356040.753,-0.816,-0.151,0.532,0
1569356040.772,-0.815,-0.150,0.533,0
1569356040.792,-0.813,-0.152,0.534,0
1569356040.812,-0.813,-0.152,0.533,0
1569356040.831,-0.814,-0.154,0.532,0
1569356040.851,-0.814,-0.154,0.533,0
1569356040.871,-0.816,-0.153,0.533,0
1569356040.890,-0.816,-0.155,0.534,0
1569356040.910,-0.811,-0.156,0.533,0
1569356040.930,-0.809,-0.154,0.529,0
1569356040.950,-0.812,-0.153,0.531,0
1569356040.969,-0.816,-0.154,0.535,0
1569356040.989,-0.817,-0.155,0.534,0
1569356041.009,-0.816,-0.156,0.531,0
1569356041.028,-0.815,-0.155,0.533,0
1569356041.048,-0.812,-0.153,0.533,0
1569356041.068,-0.813,-0.150,0.532,0
1569356041.088,-0.815,-0.150,0.532,0
1569356041.107,-0.818,-0.150,0.533,0
1569356041.127,-0.815,-0.152,0.533,0
1569356041.147,-0.815,-0.153,0.534,0
1569356041.166,-0.815,-0.153,0.535,0
1569356041.186,-0.813,-0.156,0.534,0
1569356041.206,-0.808,-0.156,0.536,0
1569356041.226,-0.808,-0.156,0.534,0
1569356041.245,-0.810,-0.155,0.535,0
1569356041.265,-0.812,-0.153,0.535,0
1569356041.285,-0.815,-0.152,0.534,0
1569356041.304,-0.816,-0.152,0.534,0
1569356041.324,-0.814,-0.153,0.533,0
1569356041.344,-0.813,-0.153,0.534,0
1569356041.363,-0.815,-0.151,0.534,0
1569356041.383,-0.816,-0.151,0.536,0
1569356041.403,-0.813,-0.152,0.537,0
1569356041.423,-0.814,-0.152,0.533,0
1569356041.442,-0.817,-0.152,0.532,0
1569356041.462,-0.818,-0.154,0.532,0
1569356041.482,-0.815,-0.156,0.532,0
1569356041.501,-0.809,-0.158,0.533,0
1569356041.521,-0.805,-0.159,0.535,0
1569356041.541,-0.805,-0.159,0.534,0
1569356041.561,-0.811,-0.159,0.533,0
1569356041.580,-0.815,-0.155,0.532,0
1569356041.600,-0.818,-0.153,0.531,0
1569356041.620,-0.818,-0.152,0.532,0
1569356041.639,-0.817,-0.153,0.532,0
1569356041.659,-0.816,-0.153,0.533,0
1569356041.679,-0.816,-0.152,0.534,0
1569356041.698,-0.815,-0.154,0.533,0
1569356041.718,-0.811,-0.155,0.533,0
1569356041.738,-0.810,-0.157,0.532,0
1569356041.758,-0.810,-0.156,0.534,0
1569356041.777,-0.813,-0.155,0.534,0
1569356041.797,-0.815,-0.154,0.534,0
1569356041.817,-0.815,-0.154,0.534,0
1569356041.836,-0.813,-0.154,0.534,0
1569356041.856,-0.814,-0.153,0.534,0
1569356041.876,-0.814,-0.153,0.534,0
1569356041.896,-0.813,-0.154,0.534,0
1569356041.915,-0.813,-0.154,0.534,0
1569356041.935,-0.813,-0.153,0.536,0
1569356041.955,-0.813,-0.153,0.534,0
1569356041.974,-0.814,-0.153,0.534,0
1569356041.994,-0.816,-0.152,0.533,0
1569356042.014,-0.820,-0.153,0.535,0
1569356042.034,-0.812,-0.151,0.530,0
1569356042.053,-0.810,-0.152,0.534,0
1569356042.073,-0.813,-0.153,0.536,0
1569356042.093,-0.814,-0.155,0.534,1
1569356042.112,-0.814,-0.157,0.531,0
1569356042.132,-0.816,-0.158,0.532,0
1569356042.152,-0.813,-0.156,0.534,0
1569356042.171,-0.811,-0.154,0.534,0
1569356042.191,-0.812,-0.151,0.533,0
1569356042.211,-0.815,-0.152,0.535,0
1569356042.231,-0.815,-0.153,0.533,0
1569356042.250,-0.815,-0.154,0.533,0
1569356042.270,-0.814,-0.154,0.533,0
1569356042.290,-0.814,-0.154,0.532,0
1569356042.309,-0.815,-0.155,0.535,0
1569356042.329,-0.813,-0.154,0.536,0
1569356042.349,-0.813,-0.155,0.535,0
1569356042.369,-0.811,-0.156,0.534,0
1569356042.388,-0.812,-0.153,0.533,0
1569356042.408,-0.812,-0.151,0.533,0
1569356042.428,-0.815,-0.151,0.531,0
1569356042.447,-0.816,-0.152,0.532,0
1569356042.467,-0.818,-0.150,0.532,0
1569356042.487,-0.817,-0.151,0.532,0
1569356042.506,-0.817,-0.151,0.533,0
1569356042.526,-0.816,-0.152,0.533,0
1569356042.546,-0.815,-0.153,0.533,0
1569356042.566,-0.813,-0.152,0.533,0
1569356042.585,-0.811,-0.153,0.533,0
1569356042.605,-0.811,-0.153,0.534,0
1569356042.625,-0.812,-0.154,0.534,0
1569356042.644,-0.813,-0.153,0.533,0
1569356042.664,-0.814,-0.152,0.533,0
