timestamps,X,Y,Z,Marker0
1566844445.534,0.591,-0.546,-2.295,0
1566844445.554,0.546,-0.366,-2.520,0
1566844445.574,0.636,-0.224,-2.789,0
1566844445.593,0.628,-0.277,-3.036,0
1566844445.613,0.568,-0.247,-3.110,0
1566844445.633,0.613,-0.247,-3.021,0
1566844445.653,0.576,-0.322,-2.916,0
1566844445.672,0.598,-0.396,-2.669,0
1566844445.692,0.665,-0.336,-2.452,0
1566844445.712,0.703,-0.299,-2.310,0
1566844445.731,0.725,-0.224,-2.251,0
1566844445.751,0.710,-0.239,-2.273,0
1566844445.771,0.807,-0.419,-2.370,0
1566844445.790,0.763,-0.501,-2.722,0
1566844445.810,0.105,0.052,-3.148,0
1566844445.830,-0.157,0.284,-3.357,0
1566844445.850,0.142,-0.045,-3.275,0
1566844445.869,0.449,-0.314,-2.886,0
1566844445.889,0.606,-0.351,-2.505,0
1566844445.909,0.636,-0.404,-2.258,0
1566844445.928,0.815,-0.351,-2.213,0
1566844445.948,0.718,-0.247,-2.288,0
1566844445.968,0.553,-0.172,-2.512,0
1566844445.988,0.486,-0.120,-2.766,0
1566844446.007,0.479,-0.097,-3.036,0
1566844446.027,0.381,-0.150,-3.163,0
1566844446.047,0.493,-0.179,-3.125,0
1566844446.066,0.748,-0.336,-2.894,0
1566844446.086,0.755,-0.381,-2.751,0
1566844446.106,0.404,-0.224,-2.796,0
1566844446.125,0.262,-0.037,-2.886,0
1566844446.145,0.269,0.082,-2.819,0
1566844446.165,0.449,0.037,-2.609,0
1566844446.185,0.673,-0.127,-2.280,0
1566844446.204,0.867,-0.389,-2.183,0
1566844446.224,0.740,-0.396,-2.161,0
1566844446.244,0.561,-0.217,-2.310,0
1566844446.263,0.404,-0.022,-2.565,0
1566844446.283,0.307,0.052,-2.744,0
1566844446.303,0.456,0.037,-2.908,0
1566844446.323,0.561,-0.142,-2.976,0
1566844446.342,0.665,-0.254,-2.871,0
1566844446.362,0.800,-0.329,-2.819,0
1566844446.382,0.703,-0.389,-2.759,0
1566844446.401,0.688,-0.411,-2.729,0
1566844446.421,0.658,-0.561,-2.811,0
1566844446.441,0.314,-0.292,-2.998,0
1566844446.460,-0.022,0.247,-3.312,0
1566844446.480,0.164,0.232,-3.290,0
1566844446.500,0.628,-0.157,-2.871,0
1566844446.520,0.837,-0.486,-2.400,0
1566844446.539,0.882,-0.598,-2.101,0
1566844446.559,0.733,-0.493,-2.041,0
1566844446.579,0.613,-0.284,-2.049,0
1566844446.598,0.523,-0.127,-2.153,0
1566844446.618,0.456,-0.090,-2.288,0
1566844446.638,0.471,-0.045,-2.632,0
1566844446.658,0.613,-0.157,-2.901,0
1566844446.677,0.882,-0.434,-2.894,0
1566844446.697,0.763,-0.479,-2.953,0
1566844446.717,0.546,-0.359,-2.864,0
1566844446.736,0.464,-0.187,-2.811,0
1566844446.756,0.501,0.015,-2.609,0
1566844446.776,0.680,0.060,-2.295,0
1566844446.795,0.867,-0.090,-1.892,0
1566844446.815,0.972,-0.239,-1.622,0
1566844446.835,0.935,-0.411,-1.675,0
1566844446.855,0.770,-0.366,-1.824,0
1566844446.874,0.680,-0.239,-2.295,0
1566844446.894,0.606,-0.194,-2.639,0
1566844446.914,0.591,-0.164,-2.834,0
1566844446.933,0.576,-0.157,-2.886,0
1566844446.953,0.546,-0.172,-2.961,0
1566844446.973,0.576,-0.187,-2.879,0
1566844446.993,0.553,-0.209,-2.759,0
1566844447.012,0.576,-0.262,-2.594,0
1566844447.032,0.703,-0.336,-2.408,0
1566844447.052,0.807,-0.359,-2.228,0
1566844447.071,0.763,-0.277,-2.138,0
1566844447.091,0.710,-0.120,-2.161,0
1566844447.111,0.710,-0.135,-2.183,0
1566844447.130,0.628,-0.112,-2.363,0
1566844447.150,0.621,-0.164,-2.527,0
1566844447.170,0.636,-0.292,-2.594,0
1566844447.190,0.710,-0.434,-2.699,0
1566844447.209,0.650,-0.336,-2.632,0
1566844447.229,0.763,-0.366,-2.587,0
1566844447.249,0.994,-0.568,-2.415,0
1566844447.268,0.703,-0.269,-2.572,0
1566844447.288,0.142,0.232,-2.916,0
1566844447.308,0.314,0.075,-2.938,0
1566844447.328,0.643,-0.411,-2.565,0
1566844447.347,0.703,-0.568,-2.280,0
1566844447.367,0.673,-0.471,-2.221,0
1566844447.387,0.718,-0.381,-2.213,0
1566844447.406,0.710,-0.209,-2.340,0
1566844447.426,0.636,-0.179,-2.385,0
1566844447.446,0.688,-0.351,-2.333,0
1566844447.465,0.718,-0.471,-2.295,0
1566844447.485,0.763,-0.449,-2.258,0
1566844447.505,0.755,-0.381,-2.280,0
1566844447.525,0.755,-0.307,-2.333,0
1566844447.544,0.912,-0.351,-2.251,0
1566844447.564,0.890,-0.493,-2.176,0
1566844447.584,0.591,-0.366,-2.310,0
1566844447.603,0.366,-0.194,-2.445,0
1566844447.623,0.411,-0.075,-2.400,0
1566844447.643,0.583,-0.194,-2.228,0
1566844447.663,0.748,-0.426,-1.892,0
1566844447.682,0.852,-0.591,-1.772,0
1566844447.702,0.875,-0.636,-1.847,0
1566844447.722,0.748,-0.583,-2.221,0
1566844447.741,0.613,-0.479,-2.662,0
1566844447.761,0.628,-0.493,-3.028,0
1566844447.781,0.516,-0.351,-3.215,0
1566844447.800,0.493,-0.381,-3.320,0
1566844447.820,0.591,-0.479,-3.282,0
1566844447.840,0.553,-0.613,-3.133,0
1566844447.860,0.538,-0.636,-2.983,0
1566844447.879,0.508,-0.598,-2.766,0
1566844447.899,0.561,-0.636,-2.602,0
1566844447.919,0.658,-0.807,-2.490,0
1566844447.938,0.471,-0.501,-2.482,0
1566844447.958,0.329,-0.120,-2.572,0
1566844447.978,0.583,-0.172,-2.490,0
1566844447.998,0.703,-0.366,-2.393,0
1566844448.017,0.650,-0.456,-2.340,0
1566844448.037,0.613,-0.523,-2.273,0
1566844448.057,0.523,-0.419,-2.333,0
1566844448.076,0.583,-0.322,-2.497,0
1566844448.096,0.576,-0.224,-2.594,0
1566844448.116,0.568,-0.179,-2.677,0
1566844448.135,0.449,-0.150,-2.714,0
1566844448.155,0.508,-0.150,-2.572,0
1566844448.175,0.733,-0.314,-2.295,0
1566844448.195,0.673,-0.351,-2.176,0
1566844448.214,0.366,-0.224,-2.318,0
1566844448.234,0.292,-0.179,-2.535,0
1566844448.254,0.456,-0.157,-2.692,0
1566844448.273,0.606,-0.097,-2.654,0
1566844448.293,0.778,-0.135,-2.535,0
1566844448.313,0.875,-0.239,-2.415,0
1566844448.333,0.770,-0.314,-2.415,0
1566844448.352,0.508,-0.209,-2.557,0
1566844448.372,0.307,-0.105,-2.751,0
1566844448.392,0.247,-0.037,-2.901,0
1566844448.411,0.314,0.052,-2.938,0
1566844448.431,0.426,0.037,-2.834,0
1566844448.451,0.606,-0.075,-2.587,0
1566844448.470,0.673,-0.194,-2.295,0
1566844448.490,0.621,-0.269,-2.064,0
1566844448.510,0.643,-0.232,-1.922,0
1566844448.530,0.538,-0.187,-2.004,0
1566844448.549,0.449,-0.179,-2.310,0
1566844448.569,0.486,-0.120,-2.684,0
1566844448.589,0.464,-0.172,-3.095,0
1566844448.608,0.553,-0.254,-3.260,0
1566844448.628,0.546,-0.299,-3.335,0
1566844448.648,0.591,-0.299,-3.133,0
1566844448.668,0.643,-0.329,-2.879,0
1566844448.687,0.845,-0.493,-2.759,0
1566844448.707,0.464,-0.172,-2.886,0
1566844448.727,-0.127,0.411,-3.223,0
1566844448.746,-0.097,0.344,-3.350,0
1566844448.766,0.344,-0.127,-3.051,0
1566844448.786,0.538,-0.441,-2.669,0
1566844448.805,0.621,-0.591,-2.408,0
1566844448.825,0.800,-0.516,-2.243,0
1566844448.845,0.815,-0.314,-2.355,0
1566844448.865,0.628,-0.172,-2.572,0
1566844448.884,0.419,-0.075,-2.781,0
1566844448.904,0.351,-0.030,-3.080,0
1566844448.924,0.546,-0.217,-3.208,0
1566844448.943,0.568,-0.292,-3.208,0
1566844448.963,0.538,-0.164,-3.051,0
1566844448.983,0.815,-0.232,-2.737,0
1566844449.003,0.972,-0.449,-2.482,0
1566844449.022,0.695,-0.336,-2.467,0
1566844449.042,0.411,0.007,-2.654,0
1566844449.062,0.344,0.179,-2.871,0
1566844449.081,0.441,0.030,-3.058,0
1566844449.101,0.546,-0.142,-3.021,0
1566844449.121,0.725,-0.374,-2.886,0
1566844449.140,0.748,-0.351,-2.707,0
1566844449.160,0.516,-0.217,-2.639,0
1566844449.180,0.381,-0.022,-2.714,0
1566844449.200,0.486,0.037,-2.737,0
1566844449.219,0.591,0.030,-2.886,0
1566844449.239,0.740,-0.037,-3.080,0
1566844449.259,0.658,0.000,-3.178,0
1566844449.278,0.441,-0.045,-3.290,0
1566844449.298,0.299,-0.030,-3.387,0
1566844449.318,0.164,-0.030,-3.387,0
1566844449.338,0.277,-0.232,-3.394,0
1566844449.357,0.292,-0.292,-3.514,0
1566844449.377,0.060,0.090,-3.993,0
1566844449.397,0.037,0.307,-4.546,0
1566844449.416,0.322,0.150,-4.927,0
1566844449.436,0.389,-0.030,-5.092,0
1566844449.456,0.164,-0.112,-5.309,0
1566844449.475,-0.015,-0.150,-5.548,0
1566844449.495,-0.150,-0.037,-5.869,0
1566844449.515,-0.239,0.164,-6.183,0
1566844449.535,-0.441,0.456,-6.497,0
1566844449.554,-0.740,0.680,-6.879,0
1566844449.574,-0.822,0.688,-7.110,0
1566844449.594,-0.658,0.576,-7.297,0
1566844449.613,-0.493,0.344,-7.387,0
1566844449.633,-0.755,0.411,-7.843,0
1566844449.653,-1.368,1.002,-8.681,0
1566844449.673,-1.727,1.525,-9.653,0
1566844449.692,-1.862,1.824,-10.527,1
1566844449.712,-1.765,1.914,-11.350,0
1566844449.732,-1.510,1.735,-11.873,0
1566844449.751,-1.525,1.705,-12.277,0
1566844449.771,-1.884,1.742,-12.770,0
1566844449.791,-2.370,1.907,-13.234,0
1566844449.810,-2.722,2.288,-13.817,0
1566844449.830,-3.006,2.490,-14.348,0
1566844449.850,-3.051,2.490,-14.752,0
1566844449.870,-3.051,2.520,-15.208,0
1566844449.889,-2.991,2.535,-15.641,0
1566844449.909,-2.879,2.579,-15.918,0
1566844449.929,-2.819,2.744,-16.262,0
1566844449.948,-2.490,2.886,-16.427,0
1566844449.968,-2.422,3.103,-16.516,0
1566844449.988,-2.490,3.432,-16.741,0
1566844450.008,-2.677,3.993,-16.980,0
1566844450.027,-3.140,4.568,-17.488,0
1566844450.047,-3.439,4.897,-18.139,0
1566844450.067,-3.723,5.039,-18.759,0
1566844450.086,-4.194,5.226,-19.567,0
1566844450.106,-4.680,5.316,-20.157,0
1566844450.126,-5.436,5.264,-20.135,0
1566844450.145,-5.937,4.613,-19.851,0
1566844450.165,-6.452,4.075,-19.425,0
1566844450.185,-6.699,3.776,-19.043,0
1566844450.205,-6.318,3.402,-18.752,0
1566844450.224,-5.630,2.826,-18.520,0
1566844450.244,-5.271,2.325,-18.438,0
1566844450.264,-4.845,2.378,-18.116,0
1566844450.283,-4.232,2.886,-17.466,0
1566844450.303,-3.634,3.649,-16.703,0
1566844450.323,-2.550,4.374,-16.187,0
1566844450.343,-1.129,4.867,-15.963,0
1566844450.362,0.336,5.286,-15.948,0
1566844450.382,1.787,6.086,-15.851,0
1566844450.402,2.684,7.200,-15.492,0
1566844450.421,3.245,8.352,-14.924,0
1566844450.441,3.335,9.264,-14.445,0
1566844450.461,2.527,9.660,-14.146,2
1566844450.480,0.658,9.608,-13.825,0
1566844450.500,-0.755,9.241,-13.256,0
